hour,pv_generation_kw
182,15.46706778728382
183,16.70520379360575
184,11.03357901721989
185,9.23476858703165
186,4.706403848071034
187,2.090598187460749e-15
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,5.136759019598796
201,9.795700709464224
202,13.926550555799587
203,15.391416258302476
204,19.002326619224014
205,17.743501875155108
206,18.27635166364856
207,16.7274207028464
208,12.72254232561344
209,8.550112516499889
210,4.585102027451282
211,1.9826425119926837e-15
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,4.316271680387374
225,9.766143289217803
226,11.69363177675678
227,15.638996429409776
228,20.318343415603977
229,19.174590160574816
230,20.271086435083966
231,15.52433419778311
232,13.860071802184558
233,8.801500411007678
234,3.8338049611025156
235,2.430712815337876e-15
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.0
248,3.883869225144749
249,8.489230359788248
250,13.925807247139593
251,13.805573383342802
252,17.604603853515865
253,18.176756378738474
254,19.117434039435853
255,16.805943204481547
256,13.383625340699396
257,9.524589398248812
258,4.471117880871416
259,2.2588666001233094e-15
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,4.965338264019368
273,10.124428464784097
274,12.740670356301049
275,16.68632198140412
276,18.845186229523442
277,18.10758514935889
278,18.229888604631526
279,15.89695951155851
280,12.747813632976706
281,9.478486664507612
282,4.908829774675309
283,1.9302874509163074e-15
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,4.278151569540124
297,9.086141299683483
298,14.509780600124204
299,16.088155613767658
300,16.520614935791784
301,18.19170817173335
302,17.731451637415034
303,16.995712773505783
304,12.092419331435142
305,10.649210205605069
306,5.198700863560462
307,2.389341725064362e-15
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,0.0
320,4.785108180159003
321,8.811114261958705
322,13.302789494391085
323,15.785066731710364
324,17.15978177440039
325,18.645045075249893
326,16.873889196581164
327,16.224525050261192
328,12.356946700463768
329,9.870305303663455
330,4.7998878528087365
331,2.2565030749088046e-15
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,0.0
344,4.252064946275612
345,8.169675320337012
346,12.674442554575574
347,17.31706190385582
348,20.008795111401852
349,18.024019929138472
350,18.68624871534058
351,14.154422615836259
352,11.823571137093193
353,8.554279224042475
354,4.2670084956774454
355,1.928313855955323e-15
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,0.0
368,4.120201420435679
369,9.618297995421296
370,13.73836837696834
371,17.160026350033164
372,17.881909314500636
373,17.6850406815846
374,18.431084191640387
375,15.914932070385804
376,11.518096979936153
377,11.042206407930893
378,5.062001249523364
379,2.171384237149495e-15
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,4.456698072788548
393,9.140309856650285
394,13.569631725547335
395,16.138723043684447
396,17.31705315228747
397,19.98681828211965
398,16.33588559912018
399,16.124677781580026
400,13.568700915188517
401,10.63674799600244
402,4.307616582959986
403,2.3666963182761017e-15
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,0.0
416,4.5425989033658745
417,7.684543471030949
418,12.919034378286078
419,15.175285879044885
420,18.993359732615552
421,17.757952858723367
422,15.744681621321178
423,15.693043535768227
424,11.58059267606039
425,8.22842607695526
426,5.167146584388843
427,2.5947467388595588e-15
428,0.0
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,0.0
440,4.0825301369117675
441,9.644457808526257
442,12.902853663804658
443,12.324968004348758
444,14.98893936836396
445,18.39676547385493
446,19.476522803063947
447,16.221292971461274
448,13.489311245978827
449,10.491486969767053
450,4.783676393661179
451,2.358274105959589e-15
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,0.0
464,5.384706342327708
465,8.948717991485596
466,13.529423482079698
467,16.45518174667358
468,19.299227131959448
469,18.913413552010766
470,20.26946183985596
471,15.802976961181203
472,12.566187572986433
473,10.442233638322225
474,5.2298203470406
475,2.188811437301458e-15
476,0.0
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,0.0
488,5.243288458218338
489,8.961695048073034
490,12.512036988256442
491,14.796290499345979
492,18.47763360799915
493,20.983244176025867
494,18.0565444105398
495,15.258908195329013
496,12.593318910553993
497,9.876219926263355
498,5.4602956984549085
499,2.297279892385219e-15
500,0.0
501,0.0
502,0.0
503,0.0
504,0.0
505,0.0
506,0.0
507,0.0
508,0.0
509,0.0
510,0.0
511,0.0
512,4.880043658293353
513,9.208431343353501
514,13.851255843165735
515,15.126382440592586
516,18.780012341872172
517,17.130806400552785
518,17.05397936602592
519,13.729089069097821
520,16.048213745108896
521,8.80774665135795
522,4.424178036443472
523,2.4073933092244815e-15
524,0.0
525,0.0
526,0.0
527,0.0
528,0.0
529,0.0
530,0.0
531,0.0
532,0.0
533,0.0
534,0.0
535,0.0
536,4.246622215146779
537,10.026523109812267
538,12.650697066249643
539,14.882664502542559
540,18.67608044276555
541,16.692811239839877
542,16.176873601649252
543,17.864002345305625
544,12.11552915743198
545,9.443702843954087
546,4.800036307888502
547,2.2116709723978048e-15
548,0.0
549,0.0
550,0.0
551,0.0
552,0.0
553,0.0
554,0.0
555,0.0
556,0.0
557,0.0
558,0.0
559,0.0
560,4.3045098552374235
561,9.278766623290647
562,11.92096745503225
563,16.24927979975726
564,17.978012241971477
565,19.102529650381786
566,17.276554223353568
567,16.027231208224922
568,12.981128452399183
569,8.45321802044847
570,5.233811849828247
571,2.3022809470378437e-15
572,0.0
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,0.0
583,0.0
584,5.297274551584519
585,9.926996788294174
586,13.81858115577725
587,13.107985420676059
588,19.08161320762015
589,17.567821652250224
590,17.764576043789376
591,15.282841303613473
592,14.743844037651677
593,11.159338835610315
594,4.466321452985249
595,2.1936987919510896e-15
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,0.0
607,0.0
608,4.824412942564628
609,9.69803331968763
610,13.553026827461826
611,16.72902696630263
612,17.925442945890012
613,18.208401824444927
614,16.76661305793038
615,16.869739351196454
616,13.859396952733475
617,9.221558030173457
618,5.0445358865430245
619,2.070009425210316e-15
620,0.0
621,0.0
622,0.0
623,0.0
624,0.0
625,0.0
626,0.0
627,0.0
628,0.0
629,0.0
630,0.0
631,0.0
632,4.3156189879409945
633,9.818683837090127
634,11.258028615689568
635,16.53140020686816
636,16.25795017942177
637,17.388519348459067
638,16.511577022982337
639,17.20848118733777
640,14.860844714138665
641,9.314948160303093
642,4.83869549562599
643,2.246967730646888e-15
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0
655,0.0
656,4.548643046661646
657,9.47536012625701
658,14.32093600238595
659,15.641513997183417
660,19.195141020384632
661,17.209801294172102
662,18.27304426578125
663,16.877828466806548
664,12.635286847150114
665,8.721105798665628
666,5.044272135433569
667,2.293805960229621e-15
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
677,0.0
678,0.0
679,0.0
680,4.059033518677804
681,8.804968848506608
682,11.956499822680206
683,16.120535214902933
684,19.75281781024669
685,21.039153148903747
686,17.838606215567975
687,16.32320245553807
688,15.12822475181971
689,7.72433393219462
690,4.5108918259196535
691,2.4162837241994277e-15
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0
698,0.0
699,0.0
700,0.0
701,0.0
702,0.0
703,0.0
704,5.076324731746409
705,8.701213639156538
706,11.80897288498788
707,16.89339089885644
708,18.165112644974162
709,15.993201277991817
710,17.688857941013698
711,16.589693569252187
712,11.941904277796889
713,8.495053756820253
714,4.900924707985656
715,2.1003688112703915e-15
716,0.0
717,0.0
718,0.0
719,0.0
720,0.0
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,0.0
727,0.0
728,4.717135390559842
729,7.628962823547548
730,13.872416455401279
731,14.791751060145016
732,18.258916696326164
733,15.546562111630932
734,15.688388402731887
735,15.265021845181966
736,12.874974814865665
737,9.015590622302362
738,4.755315568113556
739,2.4926892489692925e-15
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,0.0
750,0.0
751,0.0
752,7.275270031145006
753,12.357349487247031
754,19.088653806262517
755,21.20553000364838
756,27.261312860821114
757,23.123356833204372
758,24.893037843302768
759,23.658257594729893
760,16.176035985252998
761,14.689253680420627
762,6.915547818741549
763,2.978883770227882e-15
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,0.0
775,0.0
776,6.267846931228743
777,11.879110357534694
778,16.59985820756857
779,21.26002932762173
780,21.418870820237665
781,27.773974953813017
782,24.7074168344929
783,22.779123250941687
784,18.400150467336758
785,13.259730976617691
786,7.173884642728754
787,3.2390038644476298e-15
788,0.0
789,0.0
790,0.0
791,0.0
792,0.0
793,0.0
794,0.0
795,0.0
796,0.0
797,0.0
798,0.0
799,0.0
800,6.483672038428741
801,10.838930361952245
802,18.80077110883149
803,25.437902947415843
804,26.38861590299188
805,26.884177337853576
806,27.724351577897465
807,22.968933090863935
808,19.36576965175102
809,12.897110304230086
810,7.052250536764533
811,3.298770800429901e-15
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,0.0
823,0.0
824,6.827704938409503
825,12.212037573296062
826,19.771814240902554
827,23.86766784977395
828,23.938705428537528
829,22.777286349371426
830,25.03056733568664
831,18.679328814248557
832,15.674119835920312
833,14.699684769141964
834,6.589714248441584
835,3.0776996386718643e-15
836,0.0
837,0.0
838,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,0.0
845,0.0
846,0.0
847,0.0
848,6.597166235471967
849,11.630374289657128
850,19.74695190136365
851,21.375819113581596
852,27.848234469410674
853,29.856827623488822
854,23.834797222779116
855,23.132605383418507
856,17.86640552667044
857,14.82634944913893
858,6.812003420589777
859,3.052960102865133e-15
860,0.0
861,0.0
862,0.0
863,0.0
864,0.0
865,0.0
866,0.0
867,0.0
868,0.0
869,0.0
870,0.0
871,0.0
872,7.682673647973802
873,13.222670194278619
874,19.132857539212825
875,24.84008481673799
876,25.040377467830954
877,27.11324868974835
878,22.674134058530644
879,26.02828755366865
880,18.55138188846515
881,13.848448232114906
882,6.722693865008974
883,3.5772025856440215e-15
884,0.0
885,0.0
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,0.0
892,0.0
893,0.0
894,0.0
895,0.0
896,6.716676550043137
897,12.137687135516119
898,19.929038717554086
899,23.930501926367537
900,24.729960188955125
901,28.586416343118945
902,27.330776288132018
903,21.331718720164297
904,17.442313527463433
905,13.454044873601005
906,6.532977485540546
907,2.8337218114340378e-15
908,0.0
909,0.0
910,0.0
911,0.0
912,0.0
913,0.0
914,0.0
915,0.0
916,0.0
917,0.0
918,0.0
919,0.0
920,7.579004714840498
921,12.50739660611742
922,15.679298461336892
923,21.340223248702607
924,26.39052284976602
925,26.721733259346216
926,26.381145150161256
927,22.395116141989206
928,18.731071476691866
929,12.507874049835298
930,7.2258673150250825
931,3.1192765148236856e-15
932,0.0
933,0.0
934,0.0
935,0.0
936,0.0
937,0.0
938,0.0
939,0.0
940,0.0
941,0.0
942,0.0
943,0.0
944,6.786740949416876
945,12.722219704483294
946,17.090559657949225
947,18.993224828809712
948,25.14353024762672
949,24.26076716445223
950,27.034575538806884
951,18.853580054792076
952,20.255323322540153
953,11.804097097966938
954,7.210181535791784
955,3.2937058204970747e-15
956,0.0
957,0.0
958,0.0
959,0.0
960,0.0
961,0.0
962,0.0
963,0.0
964,0.0
965,0.0
966,0.0
967,0.0
968,7.738488253071665
969,12.813354106150348
970,17.449612024864386
971,22.916661526436798
972,20.703312653059957
973,28.95795423111865
974,24.61463078158315
975,19.61295524419654
976,19.460668056814306
977,13.514485979757215
978,5.392647716754734
979,2.9611743989070134e-15
980,0.0
981,0.0
982,0.0
983,0.0
984,0.0
985,0.0
986,0.0
987,0.0
988,0.0
989,0.0
990,0.0
991,0.0
992,6.539979882721631
993,12.21560045490867
994,19.60015071879097
995,23.539137806897163
996,27.135026263490364
997,28.624371408187123
998,22.67919889795126
999,22.072972297278266
1000,18.92660976804572
1001,12.633323165293126
1002,6.524060868111975
1003,3.032217176839238e-15
1004,0.0
1005,0.0
1006,0.0
1007,0.0
1008,0.0
1009,0.0
1010,0.0
1011,0.0
1012,0.0
1013,0.0
1014,0.0
1015,0.0
1016,7.894022641414529
1017,12.801143661909265
1018,17.292937953742154
1019,22.433640040064073
1020,25.70127945526908
1021,24.671891948108208
1022,24.54138323026883
1023,25.828467624565356
1024,14.918002998690405
1025,12.364145708199873
1026,6.433494724021047
1027,3.150507919443684e-15
1028,0.0
1029,0.0
1030,0.0
1031,0.0
1032,0.0
1033,0.0
1034,0.0
1035,0.0
1036,0.0
1037,0.0
1038,0.0
1039,0.0
1040,5.420058508331694
1041,14.157362831386605
1042,18.81350922119855
1043,24.629778804981786
1044,22.349490622987897
1045,27.91717588475079
1046,24.77810798239811
1047,20.670812999069046
1048,18.088275455098113
1049,13.360216895535643
1050,5.702699673452776
1051,2.7492175070117647e-15
1052,0.0
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,0.0
1060,0.0
1061,0.0
1062,0.0
1063,0.0
1064,6.402091281714651
1065,12.100653389013935
1066,16.35599954696066
1067,20.930634479665205
1068,20.678847929283542
1069,24.89284157278556
1070,26.36078395455555
1071,22.124560109091185
1072,19.153473214617687
1073,12.862058720155236
1074,6.649729225685743
1075,3.59715836181402e-15
1076,0.0
1077,0.0
1078,0.0
1079,0.0
1080,0.0
1081,0.0
1082,0.0
1083,0.0
1084,0.0
1085,0.0
1086,0.0
1087,0.0
1088,6.712499285653576
1089,12.111316948634215
1090,18.459816699375605
1091,20.724562647034112
1092,26.83773248816748
1093,22.42645815132431
1094,23.721407439339824
1095,24.31869012516009
1096,15.831480390365897
1097,11.952109555909834
1098,8.036919082607467
1099,3.067666787701787e-15
1100,0.0
1101,0.0
1102,0.0
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,0.0
1108,0.0
1109,0.0
1110,0.0
1111,0.0
1112,5.508594245518774
1113,14.611354495220857
1114,17.84517352819708
1115,22.045296883438702
1116,23.800920652484056
1117,24.82656284940741
1118,22.412262056151942
1119,21.285905124044167
1120,17.88893340289635
1121,13.311291652252926
1122,6.03232891409406
1123,3.1764028585025787e-15
1124,0.0
1125,0.0
1126,0.0
1127,0.0
1128,0.0
1129,0.0
1130,0.0
1131,0.0
1132,0.0
1133,0.0
1134,0.0
1135,0.0
1136,5.598758539618612
1137,11.508761481795782
1138,17.006490111571733
1139,21.695447008183702
1140,24.15474577231203
1141,22.764745870010707
1142,22.471689998242056
1143,21.236161352224936
1144,20.574086976452165
1145,12.23843294563843
1146,5.811750335992407
1147,3.066530869779845e-15
1148,0.0
1149,0.0
1150,0.0
1151,0.0
1152,0.0
1153,0.0
1154,0.0
1155,0.0
1156,0.0
1157,0.0
1158,0.0
1159,0.0
1160,7.465254534937149
1161,14.279953892831347
1162,19.80440301650076
1163,22.712746843712484
1164,23.534757798166943
1165,25.106890790922847
1166,24.013124713508684
1167,22.547028350291317
1168,18.82210963495318
1169,11.964189597057501
1170,7.107169762739587
1171,3.268106846072923e-15
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,0.0
1178,0.0
1179,0.0
1180,0.0
1181,0.0
1182,0.0
1183,0.0
1184,5.926833763174735
1185,13.97706696737178
1186,17.44486470711767
1187,20.620773285742853
1188,23.68729890879629
1189,25.590315592823025
1190,25.491331345031103
1191,23.266076420348313
1192,17.516967230198553
1193,11.261695521667756
1194,6.742748373342363
1195,3.1925262554297988e-15
1196,0.0
1197,0.0
1198,0.0
1199,0.0
1200,0.0
1201,0.0
1202,0.0
1203,0.0
1204,0.0
1205,0.0
1206,0.0
1207,0.0
1208,6.261261131352133
1209,14.425183008722085
1210,17.40077264651289
1211,24.044641738118763
1212,23.814517220456413
1213,27.929478702531892
1214,23.242159026642547
1215,22.477173797470872
1216,16.58324479935498
1217,12.691498956962729
1218,6.687884791922926
1219,2.8790512927784516e-15
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,0.0
1225,0.0
1226,0.0
1227,0.0
1228,0.0
1229,0.0
1230,0.0
1231,0.0
1232,6.9517650573930725
1233,11.22384592518885
1234,16.78969538176811
1235,18.949445120011628
1236,20.414249763586312
1237,28.15932302801344
1238,22.735707208176787
1239,22.26980671692872
1240,18.949190654507795
1241,13.12000320821083
1242,6.0351678636444746
1243,3.0609523062445e-15
1244,0.0
1245,0.0
1246,0.0
1247,0.0
1248,0.0
1249,0.0
1250,0.0
1251,0.0
1252,0.0
1253,0.0
1254,0.0
1255,0.0
1256,6.981928562414363
1257,12.683820110248446
1258,19.68087313988705
1259,20.58599793394854
1260,27.961543933883597
1261,23.342806973663134
1262,25.51674826687029
1263,21.134888068232915
1264,17.17373330845206
1265,13.109878137278436
1266,7.187323532706436
1267,3.3456739912285987e-15
1268,0.0
1269,0.0
1270,0.0
1271,0.0
1272,0.0
1273,0.0
1274,0.0
1275,0.0
1276,0.0
1277,0.0
1278,0.0
1279,0.0
1280,6.353161072827129
1281,11.70527741964989
1282,16.710792762257626
1283,23.44622577200899
1284,24.456234817395583
1285,25.539203803575088
1286,22.113690753362086
1287,24.20590733148001
1288,19.017398286053083
1289,14.51748037927289
1290,6.712285938164425
1291,3.2581671679034175e-15
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1297,0.0
1298,0.0
1299,0.0
1300,0.0
1301,0.0
1302,0.0
1303,0.0
1304,6.642624091260353
1305,12.623919790778405
1306,16.01978869316408
1307,23.542448149210628
1308,29.37433089874869
1309,21.6220183211469
1310,24.505310782240496
1311,20.810465971118454
1312,18.611596783144982
1313,13.029392501015941
1314,7.144699470481594
1315,3.686038565709473e-15
1316,0.0
1317,0.0
1318,0.0
1319,0.0
1320,0.0
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,0.0
1327,0.0
1328,5.731620853457025
1329,12.865524905475958
1330,20.248721173392678
1331,25.18533676221907
1332,23.887455656676426
1333,23.62797962592604
1334,25.996293774386945
1335,20.473431650043004
1336,14.276711095791592
1337,12.987122123110904
1338,6.648788478078623
1339,2.724059401651238e-15
1340,0.0
1341,0.0
1342,0.0
1343,0.0
1344,0.0
1345,0.0
1346,0.0
1347,0.0
1348,0.0
1349,0.0
1350,0.0
1351,0.0
1352,6.625970586767347
1353,12.08783612861965
1354,17.239421260737604
1355,25.51152913056788
1356,22.8220961087034
1357,22.837777034766603
1358,24.94406146822811
1359,20.796623944654197
1360,19.184091039569292
1361,10.949698061290164
1362,5.540218073537022
1363,3.358208738721732e-15
1364,0.0
1365,0.0
1366,0.0
1367,0.0
1368,0.0
1369,0.0
1370,0.0
1371,0.0
1372,0.0
1373,0.0
1374,0.0
1375,0.0
1376,6.604184200968098
1377,12.282962225660011
1378,16.582630520860842
1379,22.803022955075438
1380,25.08052923007564
1381,25.94013515841289
1382,25.221133355376892
1383,22.797665607876493
1384,19.112039431059088
1385,13.302741949316966
1386,6.745771418005153
1387,3.0577882015669277e-15
1388,0.0
1389,0.0
1390,0.0
1391,0.0
1392,0.0
1393,0.0
1394,0.0
1395,0.0
1396,0.0
1397,0.0
1398,0.0
1399,0.0
1400,7.683836367579656
1401,12.319038261447602
1402,15.631377896806747
1403,22.347973287606717
1404,27.0034787350373
1405,25.10838250352368
1406,22.064554669304922
1407,21.184145744631753
1408,17.487837151682278
1409,12.961370605848463
1410,6.667891573561096
1411,3.527373136064676e-15
1412,0.0
1413,0.0
1414,0.0
1415,0.0
1416,0.0
1417,0.0
1418,0.0
1419,0.0
1420,0.0
1421,0.0
1422,0.0
1423,0.0
1424,5.862813961596317
1425,11.758662487226637
1426,19.10232421458564
1427,23.446409012636693
1428,22.58364169544722
1429,24.517423627492185
1430,23.324054723706293
1431,24.988116836557207
1432,19.19124368202982
1433,13.050947093906588
1434,5.868876470086889
1435,2.7311375985814574e-15
1436,0.0
1437,0.0
1438,0.0
1439,0.0
1440,0.0
1441,0.0
1442,0.0
1443,0.0
1444,0.0
1445,0.0
1446,0.0
1447,0.0
1448,9.432375548065844
1449,18.797932100846193
1450,23.110646658466663
1451,31.128881665955134
1452,41.68168047952791
1453,38.00031585831273
1454,35.54052758422923
1455,32.4308440978969
1456,24.336378473314724
1457,17.19143152562206
1458,10.592236974607784
1459,4.914440535205905e-15
1460,0.0
1461,0.0
1462,0.0
1463,0.0
1464,0.0
1465,0.0
1466,0.0
1467,0.0
1468,0.0
1469,0.0
1470,0.0
1471,0.0
1472,9.280737634368991
1473,19.41897910038307
1474,24.07160508855762
1475,32.16973770456964
1476,33.6394504851685
1477,36.71725786410002
1478,35.156562448765634
1479,31.996747980457805
1480,26.634950970863592
1481,22.61362581738355
1482,9.390431637248447
1483,4.3218865424243995e-15
1484,0.0
1485,0.0
1486,0.0
1487,0.0
1488,0.0
1489,0.0
1490,0.0
1491,0.0
1492,0.0
1493,0.0
1494,0.0
1495,0.0
1496,10.541024256226223
1497,18.1744279950568
1498,27.080681853923757
1499,28.867222669594895
1500,36.76163376273775
1501,39.75941222471075
1502,31.289877032810505
1503,34.48683746589356
1504,23.280137004218204
1505,19.5273444075579
1506,9.002066450505493
1507,5.280518515781346e-15
1508,0.0
1509,0.0
1510,0.0
1511,0.0
1512,0.0
1513,0.0
1514,0.0
1515,0.0
1516,0.0
1517,0.0
1518,0.0
1519,0.0
1520,8.756141634207573
1521,20.612000217458984
1522,27.533600792024057
1523,30.53542475033479
1524,36.045170795400956
1525,37.99566840826196
1526,35.25152597846376
1527,37.83638986209642
1528,24.279920195856626
1529,17.251645572493892
1530,8.870667985105111
1531,4.44978609881526e-15
1532,0.0
1533,0.0
1534,0.0
1535,0.0
1536,0.0
1537,0.0
1538,0.0
1539,0.0
1540,0.0
1541,0.0
1542,0.0
1543,0.0
1544,9.245493642157085
1545,20.478157331399807
1546,30.26431379941625
1547,31.63104272083381
1548,34.113536367984615
1549,35.28747369289869
1550,37.28712956009417
1551,31.869285356734295
1552,23.908119801852624
1553,17.33868371026975
1554,8.917805772274809
1555,3.930737551516232e-15
1556,0.0
1557,0.0
1558,0.0
1559,0.0
1560,0.0
1561,0.0
1562,0.0
1563,0.0
1564,0.0
1565,0.0
1566,0.0
1567,0.0
1568,9.891682475997039
1569,20.068723652185138
1570,26.460886548323902
1571,28.305615132058456
1572,34.95525770148676
1573,42.91206565427842
1574,36.09266442377691
1575,27.692677534640904
1576,25.764507350942523
1577,17.67205860262887
1578,9.505908094654522
1579,4.431692862905391e-15
1580,0.0
1581,0.0
1582,0.0
1583,0.0
1584,0.0
1585,0.0
1586,0.0
1587,0.0
1588,0.0
1589,0.0
1590,0.0
1591,0.0
1592,9.508823956729112
1593,18.379116413894018
1594,24.936861852453816
1595,29.31276714973023
1596,39.50574925104991
1597,36.0150576729498
1598,33.08922082430914
1599,36.80556531652058
1600,26.632608800065643
1601,19.60700976125674
1602,9.332721390320902
1603,4.10119314360821e-15
1604,0.0
1605,0.0
1606,0.0
1607,0.0
1608,0.0
1609,0.0
1610,0.0
1611,0.0
1612,0.0
1613,0.0
1614,0.0
1615,0.0
1616,10.969807003512878
1617,17.386512993526747
1618,29.44659952879455
1619,34.140402338530414
1620,32.56866899975564
1621,38.05731611066742
1622,42.867554838932506
1623,37.371785053461615
1624,22.83576637335351
1625,19.71264261501466
1626,8.91799891552418
1627,4.099709599818478e-15
1628,0.0
1629,0.0
1630,0.0
1631,0.0
1632,0.0
1633,0.0
1634,0.0
1635,0.0
1636,0.0
1637,0.0
