day,hour,pv_kw
28,16,0.6344068884311311
28,17,0.4782010668521775
28,18,0.2806925997522812
28,19,0.11958726379313865
28,20,0.03615900142278805
28,21,0.0
28,22,0.0
28,23,0.0
28,24,0.0
29,1,0.0
29,2,0.0
29,3,0.0
29,4,0.0
29,5,0.0
29,6,0.0
29,7,0.02680749253670122
29,8,0.126362401488319
29,9,0.3001651103818616
29,10,0.47800070686713636
29,11,0.7508718906543743
29,12,1.0013896639056032
29,13,1.0306733371794918
29,14,1.090583467107791
29,15,1.0896866831343037
29,16,0.7931556009360012
29,17,0.4603640756909578
29,18,0.2890166431932651
29,19,0.10065188768865994
29,20,0.026973811785549032
29,21,0.0
29,22,0.0
29,23,0.0
29,24,0.0
30,1,0.0
30,2,0.0
30,3,0.0
30,4,0.0
30,5,0.0
30,6,0.0
30,7,0.028778214185600264
30,8,0.13310373688117197
30,9,0.3198244813722647
30,10,0.5036245755902742
30,11,0.666405140405564
30,12,0.8602575922262696
30,13,0.8291054659156654
30,14,1.0237049329892904
30,15,1.0166014969653117
30,16,0.7281103238123702
30,17,0.4401644795229587
30,18,0.2993497082999504
30,19,0.13117815015105344
30,20,0.02879141165444569
30,21,0.0
30,22,0.0
30,23,0.0
30,24,0.0
31,1,0.0
31,2,0.0
31,3,0.0
31,4,0.0
31,5,0.0
31,6,0.0
31,7,0.04679394177978968
31,8,0.19814982413833765
31,9,0.3849499156721282
31,10,0.7399335873394094
31,11,1.1043110769594389
31,12,1.2804153510097627
31,13,1.575222477893229
31,14,1.9507143153941242
31,15,1.6122675219646136
31,16,1.3111682179954702
31,17,0.7864270854705127
31,18,0.4551826319235175
31,19,0.21001448194197236
31,20,0.05507628171207518
31,21,0.0
31,22,0.0
31,23,0.0
31,24,0.0
32,1,0.0
32,2,0.0
32,3,0.0
32,4,0.0
32,5,0.0
32,6,0.0
32,7,0.050725157015572245
32,8,0.20649101051050267
32,9,0.4315805562042176
32,10,0.6523862404526902
32,11,1.1725172721391168
32,12,1.4936641249298421
32,13,1.8397780010094142
32,14,1.7795922290640207
32,15,1.5570380652473652
32,16,1.0397793827304604
32,17,0.7683512667991915
32,18,0.3791447442305326
32,19,0.2009131423463623
32,20,0.044464148341849134
32,21,0.0
32,22,0.0
32,23,0.0
32,24,0.0
33,1,0.0
33,2,0.0
33,3,0.0
33,4,0.0
33,5,0.0
33,6,0.0
33,7,0.05275410264236861
33,8,0.21111177844659557
33,9,0.42860252083068057
33,10,0.8299111870610374
33,11,1.443173351899391
33,12,1.5526656311953135
33,13,1.7704613021327626
33,14,1.625293045508574
33,15,1.3532336756276582
33,16,1.073047903153255
33,17,0.7819914071836517
33,18,0.44654886092880297
33,19,0.1785325712953095
33,20,0.05412043796075712
33,21,0.0
33,22,0.0
33,23,0.0
33,24,0.0
34,1,0.0
34,2,0.0
34,3,0.0
34,4,0.0
34,5,0.0
34,6,0.0
34,7,0.0505700535098799
34,8,0.20010274513173096
34,9,0.4011055615546587
34,10,0.7769174545350026
34,11,0.9784056796549082
34,12,1.745757521025606
34,13,1.5783137808404926
34,14,1.5764460684187693
34,15,1.7753295255268589
34,16,1.3391570690437664
34,17,0.9249983531157776
34,18,0.4604060852572547
34,19,0.18750376453107007
34,20,0.04328029844735056
34,21,0.0
34,22,0.0
34,23,0.0
34,24,0.0
35,1,0.0
35,2,0.0
35,3,0.0
35,4,0.0
35,5,0.0
35,6,0.0
35,7,0.05469906107561267
35,8,0.20126059568122742
35,9,0.5039538128063766
35,10,0.725878900557604
35,11,1.1206290569446653
35,12,1.5505177819811866
35,13,1.6525346076803586
35,14,1.824176398316519
35,15,1.5168878184228933
35,16,1.2939075636027728
35,17,0.7495545781106071
35,18,0.4023695763975283
35,19,0.19630107797916696
35,20,0.04941525154632208
35,21,0.0
35,22,0.0
35,23,0.0
35,24,0.0
36,1,0.0
36,2,0.0
36,3,0.0
36,4,0.0
36,5,0.0
36,6,0.0
36,7,0.04992741584289895
36,8,0.16597973861175974
36,9,0.42792169557069676
36,10,0.8937585731118178
36,11,0.8968280222301687
36,12,1.4433271666333638
36,13,1.6540710830571899
36,14,1.7644427860740572
36,15,1.4836250119015186
36,16,1.1186828825031283
36,17,0.7886385866414439
36,18,0.5004922259473941
36,19,0.2369507975709229
36,20,0.046160486646460205
36,21,0.0
36,22,0.0
36,23,0.0
36,24,0.0
37,1,0.0
37,2,0.0
37,3,0.0
37,4,0.0
37,5,0.0
37,6,0.0
37,7,0.04841015235164457
37,8,0.1878584680765204
37,9,0.3699994871325693
37,10,0.8556040524956228
37,11,1.1729066457989625
37,12,1.7156525936000555
37,13,1.7240445171824246
37,14,1.8873294720648142
37,15,1.314327240796513
37,16,1.214874165517696
37,17,0.7853778094004005
37,18,0.4088005804362366
37,19,0.1895584713201577
37,20,0.042763681832175444
37,21,0.0
37,22,0.0
37,23,0.0
37,24,0.0
38,1,0.0
38,2,0.0
38,3,0.0
38,4,0.0
38,5,0.0
38,6,0.0
38,7,0.04507587302954677
38,8,0.19002238840824393
38,9,0.4684090133197812
38,10,0.691061414843514
38,11,1.3516100087237406
38,12,1.7501139700195794
38,13,1.6812209007591812
38,14,1.679944979178882
38,15,1.808855183425743
38,16,0.9759266384381493
38,17,0.8249132916100994
38,18,0.4559193292633169
38,19,0.19093806985559622
38,20,0.046528515157245924
38,21,0.0
38,22,0.0
38,23,0.0
38,24,0.0
39,1,0.0
39,2,0.0
39,3,0.0
39,4,0.0
39,5,0.0
39,6,0.0
39,7,0.05507673258486215
39,8,0.20718114637029134
39,9,0.41296331338076053
39,10,0.8250005484090089
39,11,1.2103406157390573
39,12,1.4526950554060754
39,13,1.9143339354062523
39,14,1.7900127625051456
39,15,1.388205070762038
39,16,1.1140559029823816
39,17,0.88412307768042
39,18,0.45162141387517557
39,19,0.17595064988611467
39,20,0.05222582043220576
39,21,0.0
39,22,0.0
39,23,0.0
39,24,0.0
40,1,0.0
40,2,0.0
40,3,0.0
40,4,0.0
40,5,0.0
40,6,0.0
40,7,0.047751424085977046
40,8,0.1896913852925795
40,9,0.4433115982652205
40,10,0.7370006555748244
40,11,1.1723856537856219
40,12,1.6887375571599814
40,13,2.0130649123578332
40,14,1.9611988621678815
40,15,1.6556969069120575
40,16,1.305564535792402
40,17,0.8299846647613095
40,18,0.4918176180374044
40,19,0.21115120870764081
40,20,0.058477475485717356
40,21,0.0
40,22,0.0
40,23,0.0
40,24,0.0
41,1,0.0
41,2,0.0
41,3,0.0
41,4,0.0
41,5,0.0
41,6,0.0
41,7,0.044469135909286875
41,8,0.20263501734523698
41,9,0.4246460344673062
41,10,0.8791817308722994
41,11,1.065530818432406
41,12,1.5415494872337472
41,13,1.7970609195162115
41,14,1.6619927812882644
41,15,1.04827751579643
41,16,1.0708827749615402
41,17,0.7240332813690928
41,18,0.49505704682161333
41,19,0.21755345035756363
41,20,0.04153021970564294
41,21,0.0
41,22,0.0
41,23,0.0
41,24,0.0
42,1,0.0
42,2,0.0
42,3,0.0
42,4,0.0
42,5,0.0
42,6,0.0
42,7,0.04680577382922122
42,8,0.1943069831473344
42,9,0.47541166033629734
42,10,0.8381351474930394
42,11,1.2140155460472983
42,12,1.3180713343843262
42,13,1.5834880457433855
42,14,1.957952800894104
42,15,1.6102586001165127
42,16,1.2769252818666132
42,17,0.8564923726631624
42,18,0.4975542595088102
42,19,0.21199075896019826
42,20,0.051991076579650464
42,21,0.0
42,22,0.0
42,23,0.0
42,24,0.0
43,1,0.0
43,2,0.0
43,3,0.0
43,4,0.0
43,5,0.0
43,6,0.0
43,7,0.0508671991153776
43,8,0.20189130614373474
43,9,0.4756265297511304
43,10,0.7555081794865981
43,11,1.167462008937627
43,12,1.526937638470246
43,13,1.7717380729664784
43,14,1.7511157204144892
43,15,1.4397483439634926
43,16,0.9356742140471277
43,17,0.8704111131464244
43,18,0.47401824765857364
43,19,0.1741166470294288
43,20,0.04477962042329634
43,21,0.0
43,22,0.0
43,23,0.0
43,24,0.0
44,1,0.0
44,2,0.0
44,3,0.0
44,4,0.0
44,5,0.0
44,6,0.0
44,7,0.047350425899882004
44,8,0.19338250036283003
44,9,0.49031868533463
44,10,0.9009804688849322
44,11,1.1159666590716013
44,12,1.3776136057099433
44,13,1.3689485051207562
44,14,1.6321034434559438
44,15,1.6648712314533642
44,16,1.230993208285476
44,17,0.8255940703335652
44,18,0.47821527168120076
44,19,0.18115201279932625
44,20,0.057065317099429
44,21,0.0
44,22,0.0
44,23,0.0
44,24,0.0
45,1,0.0
45,2,0.0
45,3,0.0
45,4,0.0
45,5,0.0
45,6,0.0
45,7,0.053993374154412035
45,8,0.1945801663645878
45,9,0.4796370719484139
45,10,0.7387791988149774
45,11,1.3144857406120407
45,12,1.553934193887532
45,13,1.7047314869725358
45,14,1.8762759732335532
45,15,1.451955607497324
45,16,1.2475551673033165
45,17,0.9424965895988825
45,18,0.3783983783817006
45,19,0.22896295476978845
45,20,0.054916779501888474
45,21,0.0
45,22,0.0
45,23,0.0
45,24,0.0
46,1,0.0
46,2,0.0
46,3,0.0
46,4,0.0
46,5,0.0
46,6,0.0
46,7,0.04541758841481019
46,8,0.18657629936264547
46,9,0.43820186233353303
46,10,0.8029486466107552
46,11,1.240655577532113
46,12,1.6392406207297114
46,13,1.6530669221978727
46,14,1.7258561099412786
46,15,1.3914849023750353
46,16,1.0234395789650668
46,17,0.7758028584425625
46,18,0.41159906327180024
46,19,0.19859669268166527
46,20,0.05637755666757617
46,21,0.0
46,22,0.0
46,23,0.0
46,24,0.0
47,1,0.0
47,2,0.0
47,3,0.0
47,4,0.0
47,5,0.0
47,6,0.0
47,7,0.05149143691271281
47,8,0.15556276202272706
47,9,0.38181801695585865
47,10,0.946052522284452
47,11,1.073070813898825
47,12,1.371738534852665
47,13,1.9112700986620685
47,14,1.7618043101697112
47,15,1.5931713260200215
47,16,1.136226858717678
47,17,0.8417449867702014
47,18,0.4616555625410629
47,19,0.17900169761020177
47,20,0.04913395170773
47,21,0.0
47,22,0.0
47,23,0.0
47,24,0.0
48,1,0.0
48,2,0.0
48,3,0.0
48,4,0.0
48,5,0.0
48,6,0.0
48,7,0.042153097386903184
48,8,0.18206572964153772
48,9,0.4828239670918661
48,10,0.7650230362931838
48,11,1.3434751270575802
48,12,1.6361744435215968
48,13,1.7059644314857707
48,14,1.6067094117652276
48,15,1.5167457953547494
48,16,1.14820354296803
48,17,0.8639944407430088
48,18,0.393645463037624
48,19,0.20372603008761303
48,20,0.04706560152365458
48,21,0.0
48,22,0.0
48,23,0.0
48,24,0.0
49,1,0.0
49,2,0.0
49,3,0.0
49,4,0.0
49,5,0.0
49,6,0.0
49,7,0.05534206963594543
49,8,0.19548491389273182
49,9,0.44582665803562466
49,10,0.7514463096282717
49,11,1.233434233720477
49,12,1.4905791435034745
49,13,1.5680073157278867
49,14,1.8167577953685947
49,15,1.7636990622369568
49,16,1.4005800845451521
49,17,0.698215307661536
49,18,0.3733829006848378
49,19,0.2530953693796075
49,20,0.05118088938638013
49,21,0.0
49,22,0.0
49,23,0.0
49,24,0.0
50,1,0.0
50,2,0.0
50,3,0.0
50,4,0.0
50,5,0.0
50,6,0.0
50,7,0.04814030502768842
50,8,0.2066432996704143
50,9,0.3814014509740655
50,10,0.8252187753031109
50,11,1.1762764806482986
50,12,1.3652930305796254
50,13,1.574593337588745
50,14,1.9072081476323048
50,15,1.4649535138349459
50,16,1.3259891958551886
50,17,0.80627612111628
50,18,0.46384351229406096
50,19,0.21090148707025544
50,20,0.043265249936275785
50,21,0.0
50,22,0.0
50,23,0.0
50,24,0.0
51,1,0.0
51,2,0.0
51,3,0.0
51,4,0.0
51,5,0.0
51,6,0.0
51,7,0.05406444184410339
51,8,0.1889426374339445
51,9,0.35570653059503304
51,10,0.7374156549821055
51,11,1.1334855808308504
51,12,1.3119642268280927
51,13,1.6744097349665936
51,14,1.548623512180612
51,15,1.592796915165696
51,16,1.050499027573941
51,17,0.7179736455731515
51,18,0.4295154954558227
51,19,0.20704719368966878
51,20,0.042823409988505534
51,21,0.0
51,22,0.0
51,23,0.0
51,24,0.0
52,1,0.0
52,2,0.0
52,3,0.0
52,4,0.0
52,5,0.0
52,6,0.0
52,7,0.04849928377523793
52,8,0.18751448638814067
52,9,0.4258301224465324
52,10,0.6228517605330407
52,11,1.1003819542736177
52,12,1.3137034699942953
52,13,1.6346156013713962
52,14,1.9747172709422491
52,15,1.5468189492882165
52,16,1.1494803204593864
52,17,0.8305640315123024
52,18,0.4344288413050108
52,19,0.19434959045567748
52,20,0.043098496388539236
52,21,0.0
52,22,0.0
52,23,0.0
52,24,0.0
53,1,0.0
53,2,0.0
53,3,0.0
53,4,0.0
53,5,0.0
53,6,0.0
53,7,0.05323206972339392
53,8,0.17001960944239525
53,9,0.4794492849709319
53,10,0.7948384013961483
53,11,1.3068623469715746
53,12,1.5659154028776368
53,13,1.7375528106998124
53,14,1.7106515561350137
53,15,1.4586924193795106
53,16,1.065703533057302
53,17,0.8689415744788619
53,18,0.3659164721313356
53,19,0.19268936169373863
53,20,0.05422761049926973
53,21,0.0
53,22,0.0
53,23,0.0
53,24,0.0
54,1,0.0
54,2,0.0
54,3,0.0
54,4,0.0
54,5,0.0
54,6,0.0
54,7,0.05360288727707814
54,8,0.16815344920710384
54,9,0.4362551512927555
54,10,0.7273413481915311
54,11,1.3019063297038176
54,12,1.3802608534924987
54,13,1.3252598063681895
54,14,1.8355860099797756
54,15,1.7046018578439055
