day,hour,load_kw
27,17,34.30196569306449
27,18,44.535568273608945
27,19,51.43559694311794
27,20,49.53804207609883
27,21,43.38426906688082
27,22,39.37165246194724
27,23,28.1871286948666
27,24,18.717008550088394
28,1,12.827264894469359
28,2,9.257588042037078
28,3,6.74624521931905
28,4,5.9326729807265695
28,5,7.913999083362808
28,6,12.695301089785213
28,7,18.536193131259953
28,8,24.56830873653194
28,9,29.063504866683996
28,10,25.20913246711878
28,11,22.232843650843
28,12,26.005561875663517
28,13,27.813944117261553
28,14,25.455301362168385
28,15,23.36576071529548
28,16,26.37133556368223
28,17,33.61621163413829
28,18,45.246724139877955
28,19,51.294840484229766
28,20,45.620146265975606
28,21,44.56321940152623
28,22,37.4507406443374
28,23,27.24911728801096
28,24,19.316782748997305
29,1,14.933015697440572
29,2,10.715236979667674
29,3,8.032577455019858
29,4,7.331219358755762
29,5,9.86362121242011
29,6,14.432438519592518
29,7,22.043398541323597
29,8,26.53650414001659
29,9,35.251828562207926
29,10,30.065843706044543
29,11,26.992457252263154
29,12,29.69014735402343
29,13,33.32708569670602
29,14,30.330086562929214
29,15,25.568711458294203
29,16,31.12017476963763
29,17,41.029176253723094
29,18,53.35570254459298
29,19,60.970334097212884
29,20,55.50307968435001
29,21,52.047522535737066
29,22,46.05113028613487
29,23,34.86826989373545
29,24,22.111229508145726
30,1,15.137804791739022
30,2,10.574704596400023
30,3,8.226789519822738
30,4,7.329025916547227
30,5,9.476302229437152
30,6,15.126772494118029
30,7,22.85068906820741
30,8,28.479382504658755
30,9,33.80911162160379
30,10,31.865835970950982
30,11,26.639249869583693
30,12,30.417259361394976
30,13,32.900899024829585
30,14,28.806012837729014
30,15,25.666131684461998
30,16,31.232022800255052
30,17,41.033597492514886
30,18,51.70151980636061
30,19,63.03862352596054
30,20,56.363574723495496
30,21,50.878509086162566
30,22,45.01392017648665
30,23,33.23856530816272
30,24,22.32094879573252
31,1,14.890366126188372
31,2,10.471436973547744
31,3,8.34195390156763
31,4,7.155077647965966
31,5,9.419386020003342
31,6,14.916141141551376
31,7,22.164196568181808
31,8,26.897422759312125
31,9,33.574357211230776
31,10,30.688779848076884
31,11,25.782591050026614
31,12,29.48282955327661
31,13,33.780491659627515
31,14,31.308247155915456
31,15,26.051756363580317
31,16,29.966156866246557
31,17,41.98233783990859
31,18,55.13869587208228
31,19,59.113035486293334
31,20,56.43252294041044
31,21,51.394692876876015
31,22,43.610766437485736
31,23,32.786104359618555
31,24,21.71097716216068
32,1,14.441756123377349
32,2,10.258729273837002
32,3,8.18332846863639
32,4,7.109605990130326
32,5,9.392067293077695
32,6,14.879581046433595
32,7,22.230114925809204
32,8,28.25790009607254
32,9,33.779873514280474
32,10,29.0901464669576
32,11,27.04048867922986
32,12,29.93038311484929
32,13,34.96324137865334
32,14,30.181228978600274
32,15,27.112570726608304
32,16,29.652027083285553
32,17,39.36737216690702
32,18,54.158912562058795
32,19,60.76044405330312
32,20,54.12637092144699
32,21,52.167201556060036
32,22,44.90131902609946
32,23,32.479089780166994
32,24,22.610918189462204
33,1,14.965693183950407
33,2,10.50275873014082
33,3,8.202217411241628
33,4,7.218931238637018
33,5,9.551617704586997
33,6,15.1875752411634
33,7,21.55993998676092
33,8,28.525251052615356
33,9,34.41761061099244
33,10,29.608179005675016
33,11,26.551113664649577
33,12,30.5435977194765
33,13,31.10107193365107
33,14,28.639902504753117
33,15,25.840231883217182
33,16,31.188864089093908
33,17,40.01243151783188
33,18,53.234330974953764
33,19,58.59822281284471
33,20,55.574269879823206
33,21,48.995395809607494
33,22,46.95244083486641
33,23,32.30028473608306
33,24,23.453132899211703
34,1,12.521424103191668
34,2,9.204007146700535
34,3,7.116434846112658
34,4,6.280227534028022
34,5,8.309478890279797
34,6,12.634510979167858
34,7,18.092209664493275
34,8,23.66234529490029
34,9,29.48104056489006
34,10,25.999034703055024
34,11,22.823368111698006
34,12,25.339497700809815
34,13,29.03333001828636
34,14,26.08861958622051
34,15,22.68439364099816
34,16,25.44347339397056
34,17,35.287371387245756
34,18,44.53234943950899
34,19,51.491943214150815
34,20,49.2467304230116
34,21,42.797193076363655
34,22,38.92314579295697
34,23,28.586139273900653
34,24,19.21762270560034
35,1,12.419884810958614
35,2,9.435541022337809
35,3,6.736942867045134
35,4,6.051354512678929
35,5,8.214915622971557
35,6,12.636506782724366
35,7,18.528410021283904
35,8,23.898301912224557
35,9,28.77448399968291
35,10,26.03990570076376
35,11,21.668456459062977
35,12,25.994856257265088
35,13,28.7256544445008
35,14,25.686865414795346
35,15,22.536284960039644
35,16,26.389414894151088
35,17,34.78740117294242
35,18,44.46705552204524
35,19,50.50845889169198
35,20,49.14600136282749
35,21,42.92362709376204
35,22,39.17810401577716
35,23,28.086933690052067
35,24,18.725313550558113
36,1,14.409263606574248
36,2,10.53906783582239
36,3,8.151485198922664
36,4,7.38434635573398
36,5,9.392703549012216
36,6,14.476083949012875
36,7,22.774960285876855
36,8,28.38510640181256
36,9,33.09929110260617
36,10,30.80588944461405
36,11,25.175266832131364
36,12,29.989825533061307
36,13,33.62100755795541
36,14,29.986524627691463
36,15,25.938732417403415
36,16,31.105762841492368
36,17,41.93425008739989
36,18,55.14728669946664
36,19,57.64584897515971
36,20,57.55483481663226
36,21,50.195549379674794
36,22,44.95092916488143
36,23,33.67039148440134
36,24,22.407123241069833
37,1,15.758981982691594
37,2,10.997513117499873
37,3,8.563135574977899
37,4,7.301980792327782
37,5,9.4543039436378
37,6,14.959128081149775
37,7,22.019145891266206
37,8,27.77527532313257
37,9,32.802677267389655
37,10,30.363425786078693
37,11,26.260376103048454
37,12,31.276991143403855
37,13,34.40621444864185
37,14,29.93897297284637
37,15,25.740089564948647
37,16,29.026941147233032
37,17,42.29427755035861
37,18,53.70348194395106
37,19,58.029445505387855
37,20,55.589288935942605
37,21,53.640272771281445
37,22,45.73438842272931
37,23,33.13386386428627
37,24,23.126383724589537
38,1,14.67164922188381
38,2,10.902160067730762
38,3,8.256467573335097
38,4,7.397735326075646
38,5,8.878205240659828
38,6,14.949502040969195
38,7,22.61733598856639
38,8,27.202885377595543
38,9,32.95306239983787
38,10,31.757162035430426
38,11,25.390651724119678
38,12,30.485722037198745
38,13,34.21499198857982
38,14,30.866024335845935
38,15,26.066524250255476
38,16,29.945569509513298
38,17,40.11434350911355
38,18,52.61587006550292
38,19,60.080197496945
38,20,56.998031269670996
38,21,52.25787922556241
38,22,44.1779394451708
38,23,33.01379971477315
38,24,22.260512969362956
39,1,14.321802254745048
39,2,10.246635843232491
39,3,7.977673003043569
39,4,7.195329363299067
39,5,9.928153942476303
39,6,15.250659592461021
39,7,22.51232992301645
39,8,29.024020341045535
39,9,32.98813263032023
39,10,30.68486243751289
39,11,26.596416768188128
39,12,30.26386751925872
39,13,33.42863574734806
39,14,31.545228033666866
39,15,27.64027272830403
39,16,32.16770240982911
39,17,41.67782965017192
39,18,52.84838432330899
39,19,62.57680596076221
39,20,53.945445270357865
39,21,50.537669584314244
39,22,43.628866901538416
39,23,34.10785630240777
39,24,22.91714939340113
40,1,14.475121251903877
40,2,10.183237078495464
40,3,8.101372496968715
40,4,7.216005186444819
40,5,9.682046544480992
40,6,14.83741110766647
40,7,22.104019731376834
40,8,28.333124520411403
40,9,33.236749810411325
40,10,29.92989131864718
40,11,25.473873767447095
40,12,29.520725613536886
40,13,32.84987327050921
40,14,31.128310879478082
40,15,27.08761252438108
40,16,30.12149936415527
40,17,39.70935635362688
40,18,50.30794037393296
40,19,58.70320118862831
40,20,53.33377220285937
40,21,52.41415965131446
40,22,43.198531555796905
40,23,34.41123411418276
40,24,23.190929012040282
41,1,12.834132143093672
41,2,9.286636989006048
41,3,7.066789461235236
41,4,6.032856984733084
41,5,7.9032853189384635
41,6,12.68193754281437
41,7,18.810115871450773
41,8,24.61230878619062
41,9,27.69103087942565
41,10,25.118287896315998
41,11,23.087967793102646
41,12,25.233550499251223
41,13,27.660882808649657
41,14,26.13858555158577
41,15,22.500616568873642
41,16,26.57265414000204
41,17,34.87889361435022
41,18,45.43128730819278
41,19,51.3605572416817
41,20,46.78520075608511
41,21,45.15631262615158
41,22,37.48715973098656
41,23,28.30562123493188
41,24,19.54410656858987
42,1,12.800521630955158
42,2,8.964597390196637
42,3,7.252442178007935
42,4,6.191884379140837
42,5,8.168623785234482
42,6,12.493022935146517
42,7,18.617602181518613
42,8,23.543570849058863
42,9,29.374804349526816
42,10,25.550175283902426
42,11,22.940312564186065
42,12,24.884793019564096
42,13,27.935120998964237
42,14,27.224635616067573
42,15,21.33619270019382
42,16,24.833145799305193
42,17,34.292572214026976
42,18,44.35688497553457
42,19,51.48747353058654
42,20,45.88092971713295
42,21,43.85113545766179
42,22,38.74711134952755
42,23,27.63531374026866
42,24,19.663984432174857
43,1,14.046746630471977
43,2,11.258761624119199
43,3,8.822026787279192
43,4,7.2755131727811815
43,5,9.548599034980011
43,6,15.538489601102578
43,7,22.98364090129003
43,8,28.16161942447403
43,9,33.17135378249846
43,10,31.007194631114952
43,11,25.768025275409677
43,12,29.935686262442324
43,13,33.12957750467853
43,14,30.644765243058966
43,15,26.536605028852936
43,16,30.24377028393022
43,17,40.45477521841681
43,18,54.96190098764891
43,19,62.27320705253285
43,20,54.26352574924703
43,21,52.51169507663703
43,22,44.490113794988865
43,23,33.71418671309968
43,24,23.418046356713106
44,1,14.41223629076368
44,2,10.372621168408168
44,3,8.384906448489438
44,4,7.066968730159054
44,5,9.485559757911567
44,6,14.506788745446116
44,7,22.548740852886013
44,8,27.81096044802071
44,9,34.09257099435208
44,10,30.57581872498267
44,11,25.200350258158252
44,12,30.90783190578883
44,13,35.13960413034233
44,14,31.386141616685403
44,15,25.916452949738094
44,16,31.125127669526172
44,17,40.03599563337949
44,18,54.54875052380952
44,19,57.73075671620999
44,20,57.86164398560186
44,21,51.72762154604453
44,22,45.23392953059202
44,23,33.59867655447658
44,24,23.418822192661704
45,1,15.212191464985098
45,2,11.145480958654119
45,3,8.31577519107392
45,4,7.362123788410813
45,5,9.669434854582148
45,6,15.057691615343547
45,7,22.085821038509913
45,8,28.653923959778233
45,9,33.032476522172935
45,10,30.368793219104862
45,11,25.7459578388969
45,12,29.693759226695043
45,13,33.118468181649035
45,14,29.242685436032517
45,15,26.117385429035295
45,16,30.55514747473955
45,17,40.32620937028468
45,18,53.7909706481869
45,19,59.843526860506046
45,20,55.233223901690394
45,21,50.62574431038344
45,22,45.37040636445275
45,23,33.55650136767611
45,24,23.031579667167822
46,1,14.084310722544892
46,2,10.629222433033675
46,3,8.643287867888843
46,4,7.339315670268423
46,5,9.450680936176166
46,6,15.021139819846502
46,7,22.75321698072693
46,8,28.140918042057713
46,9,33.339837993904446
46,10,29.909227974030294
46,11,25.87289164516587
46,12,29.08664936192234
46,13,33.15397043642034
46,14,29.93466694898385
46,15,26.656026475492844
46,16,29.064293086623703
46,17,40.52436918921013
46,18,52.28724357087816
46,19,60.7580152511416
46,20,60.631332434648286
46,21,51.93989803861366
46,22,44.761995592133395
46,23,32.1833655446379
46,24,21.917852047895895
47,1,14.870833384868002
47,2,11.091565169333219
47,3,8.30611853319991
47,4,7.106675227996017
47,5,9.480192474512409
47,6,14.70479136598626
47,7,20.974362842199387
47,8,28.414861974647955
47,9,34.336799577291956
47,10,29.70401409059204
47,11,25.4011436244705
47,12,30.31380778023149
47,13,32.55862165149857
47,14,30.07768015931032
47,15,26.225037977523883
47,16,30.825631474224075
47,17,41.167138031806076
47,18,53.9829232401942
47,19,56.46751291640679
47,20,54.985382492384986
47,21,51.223595188479116
47,22,43.47821318252566
47,23,33.74100367837867
47,24,23.55120748389745
48,1,12.755006726715548
48,2,9.060680454760973
48,3,7.002733694364023
48,4,6.110850405709901
48,5,8.064844119874031
48,6,12.885592796954377
48,7,19.60871635920261
48,8,24.743859227933072
48,9,27.295936106379518
48,10,25.785350327856854
48,11,21.82362862980988
48,12,26.338998854934204
48,13,27.873291598322755
48,14,25.52353144187219
48,15,21.13256716827212
48,16,25.53682598671417
48,17,34.87979549511241
48,18,42.33496068634235
48,19,49.95924262515142
48,20,45.277296227112544
48,21,41.87081332719119
48,22,37.9098610013114
48,23,29.517135683933365
48,24,18.605846537219197
49,1,12.698706824946003
49,2,9.220478794442489
49,3,6.778187127872712
49,4,5.965912626252542
49,5,8.164293526648258
49,6,12.806158041405446
49,7,18.233602162784177
49,8,25.09270324222869
49,9,28.987649135613147
49,10,25.832691693465744
49,11,22.789285553204014
49,12,27.21446143574379
