datetime,total_load_kw,hour,day_of_year
2024-01-04 01:00:00,7.219012865599826,1,4
2024-01-04 02:00:00,5.307598658254512,2,4
2024-01-04 03:00:00,3.911911403985422,3,4
2024-01-04 04:00:00,4.113514718109094,4,4
2024-01-04 05:00:00,7.823822807970844,5,4
2024-01-04 06:00:00,18.895202082012048,6,4
2024-01-04 07:00:00,30.879314689092794,7,4
2024-01-04 08:00:00,28.91807507163834,8,4
2024-01-04 09:00:00,24.040639714316132,9,4
2024-01-04 10:00:00,27.401185513257918,10,4
2024-01-04 11:00:00,33.1559998507072,11,4
2024-01-04 12:00:00,38.910814188156486,12,4
2024-01-04 13:00:00,34.684779145218506,13,4
2024-01-04 14:00:00,30.458744102280537,14,4
2024-01-04 15:00:00,36.213558439729816,15,4
2024-01-04 16:00:00,47.463103692360605,16,4
2024-01-04 17:00:00,61.380082400612366,17,4
2024-01-04 18:00:00,75.28485979243078,18,4
2024-01-04 19:00:00,83.94309995520459,19,4
2024-01-04 20:00:00,69.2739329161305,20,4
2024-01-04 21:00:00,47.5812556673636,21,4
2024-01-04 22:00:00,25.62849499632894,22,4
2024-01-04 23:00:00,15.244438987694345,23,4
2024-01-05 00:00:00,9.116935372861938,0,5
2024-01-05 01:00:00,6.946512392395217,1,5
2024-01-05 02:00:00,5.129468934476007,2,5
2024-01-05 03:00:00,3.752450323772152,3,5
2024-01-05 04:00:00,3.9385797421551803,4,5
2024-01-05 05:00:00,7.504900647544304,5,5
2024-01-05 06:00:00,18.233870745723877,6,5
2024-01-05 07:00:00,30.39247367974757,7,5
2024-01-05 08:00:00,27.76082358378897,8,5
2024-01-05 09:00:00,22.725751220405698,9,5
2024-01-05 10:00:00,25.6908377195862,10,5
2024-01-05 11:00:00,31.236670790838716,11,5
2024-01-05 12:00:00,36.78250386209123,12,5
2024-01-05 13:00:00,32.77615810948675,13,5
2024-01-05 14:00:00,28.769812356882277,14,5
2024-01-05 15:00:00,34.31564542813479,15,5
2024-01-05 16:00:00,45.28134234218183,16,5
2024-01-05 17:00:00,59.137060050837945,17,5
2024-01-05 18:00:00,72.59484138463331,18,5
2024-01-05 19:00:00,81.2892266496469,19,5
2024-01-05 20:00:00,67.06170165652752,20,5
2024-01-05 21:00:00,45.87482550196556,21,5
2024-01-05 22:00:00,24.561980118945606,22,5
2024-01-05 23:00:00,14.637542458322553,23,5
2024-01-06 00:00:00,12.320638023639704,0,6
2024-01-06 01:00:00,9.319285784288667,1,6
2024-01-06 02:00:00,6.873027131378447,2,6
2024-01-06 03:00:00,4.956939449169945,3,6
2024-01-06 04:00:00,5.155137153853685,4,6
2024-01-06 05:00:00,9.91387889833989,5,6
2024-01-06 06:00:00,24.64127604727941,6,6
2024-01-06 07:00:00,41.65524960537376,7,6
2024-01-06 08:00:00,37.04091312613992,8,6
2024-01-06 09:00:00,29.374395109394793,9,6
2024-01-06 10:00:00,32.83932888818692,10,6
2024-01-06 11:00:00,40.186283262874255,11,6
2024-01-06 12:00:00,47.53323763756161,12,6
2024-01-06 13:00:00,42.24432492237368,13,6
2024-01-06 14:00:00,36.95541220718576,14,6
2024-01-06 15:00:00,44.3023665818731,15,6
2024-01-06 16:00:00,59.158608017511625,16,6
2024-01-06 17:00:00,78.37443180154479,17,6
2024-01-06 18:00:00,96.69777430388656,18,6
2024-01-06 19:00:00,109.49303963746688,19,6
2024-01-06 20:00:00,90.14067630537538,20,6
2024-01-06 21:00:00,61.22098425283329,21,6
2024-01-06 22:00:00,32.46362488655504,22,6
2024-01-06 23:00:00,19.431362387312298,23,6
2024-01-07 00:00:00,13.077875547290517,0,7
2024-01-07 01:00:00,9.935966149028692,1,7
2024-01-07 02:00:00,7.344610990495432,2,7
2024-01-07 03:00:00,5.230039030466814,3,7
2024-01-07 04:00:00,5.404743001101792,4,7
2024-01-07 05:00:00,10.460078060933627,5,7
2024-01-07 06:00:00,26.155751094581042,6,7
2024-01-07 07:00:00,44.76504270478556,7,7
2024-01-07 08:00:00,39.18074198622429,8,7
2024-01-07 09:00:00,30.83039950343579,9,7
2024-01-07 10:00:00,34.50970874412794,10,7
2024-01-07 11:00:00,42.56570398732519,11,7
2024-01-07 12:00:00,50.62169923052246,12,7
2024-01-07 13:00:00,45.08958097218597,13,7
2024-01-07 14:00:00,39.5574627138495,14,7
2024-01-07 15:00:00,47.61345795704676,15,7
2024-01-07 16:00:00,63.40378841749476,16,7
2024-01-07 17:00:00,83.75938280874458,17,7
2024-01-07 18:00:00,103.12107715255875,18,7
2024-01-07 19:00:00,117.21725256230422,19,7
2024-01-07 20:00:00,96.59361972605967,20,7
2024-01-07 21:00:00,65.71177468770357,21,7
2024-01-07 22:00:00,34.50826962340098,22,7
2024-01-07 23:00:00,20.5707481805973,23,7
2024-01-08 00:00:00,8.583335323127342,0,8
2024-01-08 01:00:00,6.503746386063105,1,8
2024-01-08 02:00:00,4.778433153258038,2,8
2024-01-08 03:00:00,3.531226392511093,3,8
2024-01-08 04:00:00,3.7174618588307875,4,8
2024-01-08 05:00:00,7.062452785022188,5,8
2024-01-08 06:00:00,17.166670646254683,6,8
2024-01-08 07:00:00,28.13888539159197,7,8
2024-01-08 08:00:00,26.158867358781848,8,8
2024-01-08 09:00:00,21.471410347424914,9,8
2024-01-08 10:00:00,24.249875861277154,10,8
2024-01-08 11:00:00,29.275093361025363,11,8
2024-01-08 12:00:00,34.30031086077358,12,8
2024-01-08 13:00:00,30.477213462524055,13,8
2024-01-08 14:00:00,26.654116064274533,14,8
2024-01-08 15:00:00,31.67933356402275,15,8
2024-01-08 16:00:00,41.94475127905716,16,8
2024-01-08 17:00:00,54.93688327039594,17,8
2024-01-08 18:00:00,67.67939646765176,18,8
2024-01-08 19:00:00,75.6735981300894,19,8
2024-01-08 20:00:00,62.33002488208423,20,8
2024-01-08 21:00:00,42.54413131729419,21,8
2024-01-08 22:00:00,22.973220468042115,22,8
2024-01-08 23:00:00,13.752434637404987,23,8
2024-01-09 00:00:00,10.107321581214507,0,9
2024-01-09 01:00:00,7.678393747623369,1,9
2024-01-09 02:00:00,5.636985880328983,2,9
2024-01-09 03:00:00,4.145888141440228,3,9
2024-01-09 04:00:00,4.350348986525923,4,9
2024-01-09 05:00:00,8.291776282880456,5,9
2024-01-09 06:00:00,20.214643162429013,6,9
2024-01-09 07:00:00,33.1279511857891,7,9
2024-01-09 08:00:00,30.773689881564184,8,9
2024-01-09 09:00:00,25.243712620608406,9,9
2024-01-09 10:00:00,28.594291870352958,10,9
2024-01-09 11:00:00,34.601486273657265,11,9
2024-01-09 12:00:00,40.60868067696158,12,9
2024-01-09 13:00:00,36.116943252201416,13,9
2024-01-09 14:00:00,31.625205827441253,14,9
2024-01-09 15:00:00,37.63240023074556,15,9
2024-01-09 16:00:00,49.681411923997025,16,9
2024-01-09 17:00:00,64.81327190430108,17,9
2024-01-09 18:00:00,79.77844915269785,18,9
2024-01-09 19:00:00,89.3311272571717,19,9
2024-01-09 20:00:00,73.60822151950285,20,9
2024-01-09 21:00:00,50.32804151334268,21,9
2024-01-09 22:00:00,27.08248439382538,22,9
2024-01-09 23:00:00,16.17463087558952,23,9
2024-01-10 00:00:00,9.472075778283557,0,10
2024-01-10 01:00:00,7.242756746694074,1,10
2024-01-10 02:00:00,5.328193117135119,2,10
2024-01-10 03:00:00,3.9457489744774055,3,10
2024-01-10 04:00:00,4.161996041897652,4,10
2024-01-10 05:00:00,7.891497948954812,5,10
2024-01-10 06:00:00,18.944151556567114,6,10
2024-01-10 07:00:00,30.864224897707942,7,10
2024-01-10 08:00:00,29.084198935311093,8,10
2024-01-10 09:00:00,24.34469948222579,9,10
2024-01-10 10:00:00,27.779793402902566,10,10
2024-01-10 11:00:00,33.54504743915335,11,10
2024-01-10 12:00:00,39.31030147540413,12,10
2024-01-10 13:00:00,35.048680081445724,13,10
2024-01-10 14:00:00,30.787058687487328,14,10
2024-01-10 15:00:00,36.55231272373811,15,10
2024-01-10 16:00:00,47.8382097620694,16,10
2024-01-10 17:00:00,61.764455533730064,17,10
2024-01-10 18:00:00,75.69516937519259,18,10
2024-01-10 19:00:00,84.150624138861,19,10
2024-01-10 20:00:00,69.46809397625229,20,10
2024-01-10 21:00:00,47.761288169270685,21,10
2024-01-10 22:00:00,25.809871328118803,22,10
2024-01-10 23:00:00,15.350501763069133,23,10
2024-01-11 00:00:00,9.337025351538971,0,11
2024-01-11 01:00:00,7.124726980439865,1,11
2024-01-11 02:00:00,5.257555266339912,2,11
2024-01-11 03:00:00,3.8588594947458974,3,11
2024-01-11 04:00:00,4.056523497763208,4,11
2024-01-11 05:00:00,7.717718989491796,5,11
2024-01-11 06:00:00,18.674050703077942,6,11
2024-01-11 07:00:00,30.951531757941396,7,11
2024-01-11 08:00:00,28.50680675872247,8,11
2024-01-11 09:00:00,23.500258237559898,9,11
2024-01-11 10:00:00,26.644751049832436,10,11
2024-01-11 11:00:00,32.339936834279435,11,11
2024-01-11 12:00:00,38.03512261872645,12,11
2024-01-11 13:00:00,33.90545118449191,13,11
2024-01-11 14:00:00,29.775779750257385,14,11
2024-01-11 15:00:00,35.47096553470438,15,11
2024-01-11 16:00:00,46.676329381382516,16,11
2024-01-11 17:00:00,60.73521034516178,17,11
2024-01-11 18:00:00,74.49683243889896,18,11
2024-01-11 19:00:00,83.22982555129843,19,11
2024-01-11 20:00:00,68.68544628245502,20,11
2024-01-11 21:00:00,47.065374601167996,21,11
2024-01-11 22:00:00,25.260295197665116,22,11
2024-01-11 23:00:00,15.04010997294897,23,11
2024-01-12 00:00:00,9.888244653389854,0,12
2024-01-12 01:00:00,7.497763434474873,1,12
2024-01-12 02:00:00,5.511302793995874,2,12
2024-01-12 03:00:00,4.066484726825187,3,12
2024-01-12 04:00:00,4.278220066550353,4,12
2024-01-12 05:00:00,8.132969453650373,5,12
2024-01-12 06:00:00,19.77648930677971,6,12
2024-01-12 07:00:00,32.47842858245722,7,12
2024-01-12 08:00:00,30.127104841648602,8,12
2024-01-12 09:00:00,24.713052552724484,9,12
2024-01-12 10:00:00,27.916832878839223,10,12
2024-01-12 11:00:00,33.73500534955068,11,12
2024-01-12 12:00:00,39.553177820262135,12,12
2024-01-12 13:00:00,35.1567858598538,13,12
2024-01-12 14:00:00,30.760393899445468,14,12
2024-01-12 15:00:00,36.57856637015692,15,12
2024-01-12 16:00:00,48.40921311502062,16,12
2024-01-12 17:00:00,63.37487358565179,17,12
2024-01-12 18:00:00,78.0440806768716,18,12
2024-01-12 19:00:00,87.2950031430046,19,12
2024-01-12 20:00:00,71.91490579663324,20,12
2024-01-12 21:00:00,49.10055366580649,21,12
2024-01-12 22:00:00,26.480503338420533,22,12
2024-01-12 23:00:00,15.842468227850414,23,12
2024-01-13 00:00:00,12.431089354077695,0,13
2024-01-13 01:00:00,9.451682097967339,1,13
2024-01-13 02:00:00,6.970680912992266,2,13
2024-01-13 03:00:00,5.035547133681357,3,13
2024-01-13 04:00:00,5.242017856813149,4,13
2024-01-13 05:00:00,10.071094267362714,5,13
2024-01-13 06:00:00,24.86217870815539,6,13
2024-01-13 07:00:00,41.80516938958152,7,13
2024-01-13 08:00:00,37.53528025875326,8,13
2024-01-13 09:00:00,30.137276221402473,9,13
2024-01-13 10:00:00,33.93153719933863,10,13
2024-01-13 11:00:00,41.501143066838864,11,13
2024-01-13 12:00:00,49.07074893433909,12,13
2024-01-13 13:00:00,43.695805118125364,13,13
2024-01-13 14:00:00,38.32086130191164,14,13
2024-01-13 15:00:00,45.89046716941188,15,13
2024-01-13 16:00:00,60.828641137666985,16,13
2024-01-13 17:00:00,79.85458255837709,17,13
2024-01-13 18:00:00,98.2444864246755,18,13
2024-01-13 19:00:00,110.87594096509251,19,13
2024-01-13 20:00:00,91.38870607315084,20,13
2024-01-13 21:00:00,62.33824102916778,21,13
2024-01-13 22:00:00,33.08673821843938,22,13
2024-01-13 23:00:00,19.729247088461843,23,13
2024-01-14 00:00:00,12.657779228957434,0,14
2024-01-14 01:00:00,9.580926946842524,1,14
2024-01-14 02:00:00,7.061237275677148,2,14
2024-01-14 03:00:00,5.122530709229048,3,14
2024-01-14 04:00:00,5.343908866434239,4,14
2024-01-14 05:00:00,10.245061418458098,5,14
2024-01-14 06:00:00,25.315558457914868,6,14
2024-01-14 07:00:00,42.50095427207023,7,14
2024-01-14 08:00:00,38.18728140820438,8,14
2024-01-14 09:00:00,30.554012649831467,9,14
2024-01-14 10:00:00,34.25025417718484,10,14
2024-01-14 11:00:00,41.776267849898936,11,14
2024-01-14 12:00:00,49.30228152261303,12,14
2024-01-14 13:00:00,43.8201458658719,13,14
2024-01-14 14:00:00,38.33801020913076,14,14
2024-01-14 15:00:00,45.86402388184486,15,14
2024-01-14 16:00:00,61.100823655098225,16,14
2024-01-14 17:00:00,80.70253810203528,17,14
2024-01-14 18:00:00,99.51402189522256,18,14
2024-01-14 19:00:00,112.32309637509191,19,14
2024-01-14 20:00:00,92.48967357391818,20,14
2024-01-14 21:00:00,62.90158665623221,21,14
2024-01-14 22:00:00,33.49827216637142,22,14
2024-01-14 23:00:00,20.047366522505815,23,14
2024-01-15 00:00:00,9.371736275508422,0,15
2024-01-15 01:00:00,7.1353617638285325,1,15
2024-01-15 02:00:00,5.281762762731989,2,15
2024-01-15 03:00:00,3.8707620855074953,3,15
2024-01-15 04:00:00,4.072816221236315,4,15
2024-01-15 05:00:00,7.741524171014992,5,15
2024-01-15 06:00:00,18.743472551016843,6,15
2024-01-15 07:00:00,31.408619801488552,7,15
2024-01-15 08:00:00,28.561982619731488,8,15
2024-01-15 09:00:00,23.38688366137096,9,15
2024-01-15 10:00:00,26.371196164145942,10,15
2024-01-15 11:00:00,32.0578643947925,11,15
2024-01-15 12:00:00,37.74453262543907,12,15
2024-01-15 13:00:00,33.633226351788345,13,15
2024-01-15 14:00:00,29.52192007813762,14,15
2024-01-15 15:00:00,35.20858830878418,15,15
2024-01-15 16:00:00,46.53766485541485,16,15
2024-01-15 17:00:00,60.951075444043525,17,15
2024-01-15 18:00:00,74.79556074291173,18,15
2024-01-15 19:00:00,83.65732213904798,19,15
2024-01-15 20:00:00,69.02515586168187,20,15
2024-01-15 21:00:00,47.175219311335795,21,15
2024-01-15 22:00:00,25.28102284632727,22,15
2024-01-15 23:00:00,15.078940070572344,23,15
2024-01-16 00:00:00,9.96145157860236,0,16
2024-01-16 01:00:00,7.571967839317283,1,16
2024-01-16 02:00:00,5.570571473455163,2,16
2024-01-16 03:00:00,4.120581839578253,3,16
2024-01-16 04:00:00,4.34364711952466,4,16
2024-01-16 05:00:00,8.241163679156507,5,16
2024-01-16 06:00:00,19.92290315720472,6,16
2024-01-16 07:00:00,32.654065033542246,7,16
2024-01-16 08:00:00,30.446571668639614,8,16
2024-01-16 09:00:00,25.166216127533747,9,16
2024-01-16 10:00:00,28.508920485351794,10,16
2024-01-16 11:00:00,34.42496539379916,11,16
2024-01-16 12:00:00,40.34101030224652,12,16
2024-01-16 13:00:00,35.89208701062946,13,16
2024-01-16 14:00:00,31.443163719012407,14,16
2024-01-16 15:00:00,37.359208627459765,15,16
2024-01-16 16:00:00,49.276526321216,16,16
2024-01-16 17:00:00,64.25592906392512,17,16
2024-01-16 18:00:00,78.99634812109764,18,16
2024-01-16 19:00:00,88.12079608255725,19,16
2024-01-16 20:00:00,72.6468162169696,20,16
2024-01-16 21:00:00,49.70444194924275,21,16
2024-01-16 22:00:00,26.847295558377425,22,16
2024-01-16 23:00:00,16.036196798420196,23,16
2024-01-17 00:00:00,9.482920212589594,0,17
2024-01-17 01:00:00,7.191075033741406,1,17
2024-01-17 02:00:00,5.300378230905638,2,17
2024-01-17 03:00:00,3.9259561080059093,3,17
2024-01-17 04:00:00,4.146235168762715,4,17
2024-01-17 05:00:00,7.8519122160118195,5,17
2024-01-17 06:00:00,18.96584042517919,6,17
2024-01-17 07:00:00,31.262944678737014,7,17
2024-01-17 08:00:00,28.968138250284767,8,17
2024-01-17 09:00:00,23.864808746885057,9,17
2024-01-17 10:00:00,26.92272509153411,10,17
2024-01-17 11:00:00,32.499233074135404,11,17
2024-01-17 12:00:00,38.0757410567367,12,17
2024-01-17 13:00:00,33.85378932955156,13,17
2024-01-17 14:00:00,29.631837602366417,14,17
2024-01-17 15:00:00,35.20834558496772,15,17
2024-01-17 16:00:00,46.61139879880384,16,17
2024-01-17 17:00:00,61.09862039642258,17,17
2024-01-17 18:00:00,75.16523096670855,18,17
2024-01-17 19:00:00,83.84611596046064,19,17
2024-01-17 20:00:00,69.1022272624666,20,17
2024-01-17 21:00:00,47.17723707782156,21,17
2024-01-17 22:00:00,25.502284141810076,22,17
2024-01-17 23:00:00,15.26326631051003,23,17
2024-01-18 00:00:00,9.537882045454474,0,18
2024-01-18 01:00:00,7.276932642962928,1,18
2024-01-18 02:00:00,5.357771834149359,2,18
2024-01-18 03:00:00,3.9867768505742656,3,18
2024-01-18 04:00:00,4.218983869969467,4,18
2024-01-18 05:00:00,7.973553701148531,5,18
2024-01-18 06:00:00,19.075764090908947,6,18
2024-01-18 07:00:00,31.075871188429296,7,18
2024-01-18 08:00:00,29.323311065378675,8,18
2024-01-18 09:00:00,24.57866645679145,9,18
2024-01-18 10:00:00,27.978661777287492,10,18
2024-01-18 11:00:00,33.707892601812716,11,18
2024-01-18 12:00:00,39.43712342633795,12,18
2024-01-18 13:00:00,35.13438776992041,13,18
2024-01-18 14:00:00,30.83165211350287,14,18
2024-01-18 15:00:00,36.5608829380281,15,18
2024-01-18 16:00:00,47.96000379368276,16,18
2024-01-18 17:00:00,62.12310379545913,17,18
2024-01-18 18:00:00,76.18288464589669,18,18
2024-01-18 19:00:00,84.55027037858409,19,18
2024-01-18 20:00:00,69.77724194409268,20,18
2024-01-18 21:00:00,47.90782831036415,21,18
2024-01-18 22:00:00,25.979073883239828,22,18
2024-01-18 23:00:00,15.482693363506659,23,18
2024-01-19 00:00:00,9.26066944321458,0,19
2024-01-19 01:00:00,7.055545122350765,1,19
2024-01-19 02:00:00,5.205691757253927,2,19
2024-01-19 03:00:00,3.8124497246207896,3,19
2024-01-19 04:00:00,4.0022345002510615,4,19
2024-01-19 05:00:00,7.624899449241579,5,19
2024-01-19 06:00:00,18.52133888642916,6,19
2024-01-19 07:00:00,30.780191845749528,7,19
2024-01-19 08:00:00,28.210175071891413,8,19
2024-01-19 09:00:00,23.125976292105328,9,19
2024-01-19 10:00:00,26.16373830175219,10,19
2024-01-19 11:00:00,31.785303623271876,11,19
2024-01-19 12:00:00,37.40686894479156,12,19
2024-01-19 13:00:00,33.32759266333734,13,19
2024-01-19 14:00:00,29.24831638188312,14,19
2024-01-19 15:00:00,34.86988170340281,15,19
2024-01-19 16:00:00,45.9918071294446,16,19
2024-01-19 17:00:00,60.016502810121,17,19
2024-01-19 18:00:00,73.68742089506321,18,19
2024-01-19 19:00:00,82.48333182255462,19,19
2024-01-19 20:00:00,68.04126921757968,20,19
2024-01-19 21:00:00,46.556557468017154,21,19
2024-01-19 22:00:00,24.950640501457062,22,19
2024-01-19 23:00:00,14.870229347222617,23,19
2024-01-20 00:00:00,12.242633688238108,0,20
2024-01-20 01:00:00,9.292808953759778,1,20
2024-01-20 02:00:00,6.8439888704704845,2,20
2024-01-20 03:00:00,4.943937342029638,3,20
2024-01-20 04:00:00,5.142292585462806,4,20
2024-01-20 05:00:00,9.887874684059279,5,20
2024-01-20 06:00:00,24.485267376476216,6,20
2024-01-20 07:00:00,41.08146593683072,7,20
2024-01-20 08:00:00,36.916023222935245,8,20
2024-01-20 09:00:00,29.550563530851225,9,20
2024-01-20 10:00:00,33.23760606640631,10,20
2024-01-20 11:00:00,40.62922385152428,11,20
2024-01-20 12:00:00,48.020841636642245,12,20
2024-01-20 13:00:00,42.72649098319733,13,20
2024-01-20 14:00:00,37.432140329752414,14,20
2024-01-20 15:00:00,44.82375811487039,15,20
2024-01-20 16:00:00,59.51374515818944,16,20
2024-01-20 17:00:00,78.25839367447928,17,20
2024-01-20 18:00:00,96.40067683167403,18,20
2024-01-20 19:00:00,108.9189892824405,19,20
2024-01-20 20:00:00,89.72807255940921,20,20
2024-01-20 21:00:00,61.14151944650376,21,20
2024-01-20 22:00:00,32.46171780668144,22,20
2024-01-20 23:00:00,19.379038881252225,23,20
2024-01-21 00:00:00,12.831409075181627,0,21
2024-01-21 01:00:00,9.80642796068384,1,21
2024-01-21 02:00:00,7.253141400330995,2,21
2024-01-21 03:00:00,5.2979365871403825,3,21
2024-01-21 04:00:00,5.561084991672692,4,21
2024-01-21 05:00:00,10.595873174280767,5,21
2024-01-21 06:00:00,25.662818150363254,6,21
2024-01-21 07:00:00,42.904095120077514,7,21
2024-01-21 08:00:00,39.129728544448845,8,21
2024-01-21 09:00:00,32.149598418716195,9,21
2024-01-21 10:00:00,36.42198694097132,10,21
2024-01-21 11:00:00,44.35201070357312,11,21
2024-01-21 12:00:00,52.28203446617492,12,21
2024-01-21 13:00:00,46.64916453640462,13,21
2024-01-21 14:00:00,41.01629460663432,14,21
2024-01-21 15:00:00,48.94631836923612,15,21
2024-01-21 16:00:00,64.39599027818801,16,21
2024-01-21 17:00:00,83.82440642842533,17,21
2024-01-21 18:00:00,102.70577773260253,18,21
2024-01-21 19:00:00,114.88846427732736,19,21
2024-01-21 20:00:00,94.85851605673442,20,21
2024-01-21 21:00:00,65.01176585695987,21,21
2024-01-21 22:00:00,34.75464004093363,22,21
2024-01-21 23:00:00,20.665449539496915,23,21
2024-01-22 00:00:00,8.997258633192859,0,22
2024-01-22 01:00:00,6.834626966101528,1,22
2024-01-22 02:00:00,5.053567677403566,2,22
2024-01-22 03:00:00,3.7020330208831744,3,22
2024-01-22 04:00:00,3.891846046104782,4,22
2024-01-22 05:00:00,7.404066041766351,5,22
2024-01-22 06:00:00,17.994517266385717,6,22
2024-01-22 07:00:00,30.133489705184918,7,22
2024-01-22 08:00:00,27.367509294121483,8,22
2024-01-22 09:00:00,22.304209976967144,9,22
2024-01-22 10:00:00,25.099291141676012,10,22
2024-01-22 11:00:00,30.501537111857267,11,22
2024-01-22 12:00:00,35.903783082038515,12,22
2024-01-22 13:00:00,31.962038454199384,13,22
2024-01-22 14:00:00,28.020293826360245,14,22
2024-01-22 15:00:00,33.4225397965415,15,22
2024-01-22 16:00:00,44.29281990813537,16,22
2024-01-22 17:00:00,58.18278496126053,17,22
2024-01-22 18:00:00,71.50530692863606,18,22
2024-01-22 19:00:00,80.10172339347093,19,22
2024-01-22 20:00:00,66.04895075492436,20,22
2024-01-22 21:00:00,45.06764263262305,21,22
2024-01-22 22:00:00,24.152122681553095,22,22
2024-01-22 23:00:00,14.428506033089485,23,22
2024-01-23 00:00:00,9.663012198623854,0,23
2024-01-23 01:00:00,7.391255629804903,1,23
2024-01-23 02:00:00,5.462890860429939,2,23
2024-01-23 03:00:00,4.046572777835693,3,23
2024-01-23 04:00:00,4.280536086457854,4,23
2024-01-23 05:00:00,8.093145555671388,5,23
2024-01-23 06:00:00,19.326024397247707,6,23
2024-01-23 07:00:00,31.853655977632023,7,23
2024-01-23 08:00:00,29.70603284871656,8,23
2024-01-23 09:00:00,24.8658160772883,9,23
2024-01-23 10:00:00,28.28483165275093,10,23
2024-01-23 11:00:00,34.19917361872858,11,23
2024-01-23 12:00:00,40.113515584706235,12,23
2024-01-23 13:00:00,35.78885942871197,13,23
2024-01-23 14:00:00,31.46420327271773,14,23
2024-01-23 15:00:00,37.378545238695374,15,23
2024-01-23 16:00:00,48.991110558443225,16,23
2024-01-23 17:00:00,63.45886957984669,17,23
2024-01-23 18:00:00,77.66539491610845,18,23
2024-01-23 19:00:00,86.22133089678968,19,23
2024-01-23 20:00:00,71.21996265553624,20,23
2024-01-23 21:00:00,48.93068525052918,21,23
2024-01-23 22:00:00,26.425289233314675,22,23
2024-01-23 23:00:00,15.718364494098452,23,23
2024-01-24 00:00:00,10.17925398659212,0,24
2024-01-24 01:00:00,7.759377255388678,1,24
2024-01-24 02:00:00,5.708759947781842,2,24
2024-01-24 03:00:00,4.213031653915628,3,24
2024-01-24 04:00:00,4.435260338063156,4,24
